projectId,userId,startDate,endDate
PROJ88967,JMAN311,23/09/23,22/11/23
PROJ88967,JMAN688,02/11/23,01/01/24
PROJ88967,JMAN707,08/09/23,07/11/23
PROJ88967,JMAN174,30/03/24,29/05/24
PROJ88967,JMAN40,22/03/24,21/05/24
PROJ88967,JMAN620,01/09/23,31/10/23
PROJ88967,JMAN260,25/09/23,24/11/23
PROJ88967,JMAN459,26/11/23,25/01/24
PROJ88967,JMAN646,03/08/23,02/10/23
PROJ88967,JMAN468,06/05/24,05/07/24
PROJ88967,JMAN981,01/02/24,01/04/24
PROJ88967,JMAN549,22/05/24,21/07/24
PROJ88967,JMAN203,10/01/24,10/03/24
PROJ88967,JMAN902,25/06/23,24/08/23
PROJ88967,JMAN267,30/05/24,29/07/24
PROJ88967,JMAN466,07/02/24,07/04/24
PROJ88967,JMAN142,30/07/23,28/09/23
PROJ88967,JMAN940,26/03/24,25/05/24
PROJ88967,JMAN398,15/09/23,14/11/23
PROJ88967,JMAN278,19/11/23,18/01/24
PROJ88967,JMAN876,15/12/23,13/02/24
PROJ92349,JMAN793,02/08/23,01/10/23
PROJ92349,JMAN550,03/09/23,02/11/23
PROJ92349,JMAN488,21/08/23,20/10/23
PROJ92349,JMAN920,06/09/23,05/11/23
PROJ92349,JMAN370,11/09/23,10/11/23
PROJ92349,JMAN983,21/07/23,19/09/23
PROJ92349,JMAN187,29/08/23,28/10/23
PROJ92349,JMAN174,10/09/23,09/11/23
PROJ92349,JMAN5,13/09/23,12/11/23
PROJ92349,JMAN23,09/08/23,08/10/23
PROJ92349,JMAN963,28/07/23,26/09/23
PROJ92349,JMAN281,08/08/23,07/10/23
PROJ92349,JMAN115,04/09/23,03/11/23
PROJ92349,JMAN264,11/09/23,10/11/23
PROJ92349,JMAN602,26/07/23,24/09/23
PROJ92349,JMAN300,28/08/23,27/10/23
PROJ92349,JMAN327,18/08/23,17/10/23
PROJ92349,JMAN444,12/08/23,11/10/23
PROJ92349,JMAN431,28/07/23,26/09/23
PROJ92349,JMAN46,08/07/23,06/09/23
PROJ92349,JMAN20,04/09/23,03/11/23
PROJ92349,JMAN757,18/07/23,16/09/23
PROJ92349,JMAN668,16/08/23,15/10/23
PROJ92349,JMAN864,16/08/23,15/10/23
PROJ92349,JMAN81,17/08/23,16/10/23
PROJ92349,JMAN582,09/08/23,08/10/23
PROJ92349,JMAN588,02/09/23,01/11/23
PROJ92349,JMAN562,11/07/23,09/09/23
PROJ92349,JMAN981,25/07/23,23/09/23
PROJ92349,JMAN478,22/08/23,21/10/23
PROJ92349,JMAN871,24/08/23,23/10/23
PROJ92349,JMAN852,20/07/23,18/09/23
PROJ92349,JMAN517,18/08/23,17/10/23
PROJ92349,JMAN63,08/08/23,07/10/23
PROJ92349,JMAN708,23/07/23,21/09/23
PROJ92349,JMAN40,14/08/23,13/10/23
PROJ92349,JMAN694,31/08/23,30/10/23
PROJ92349,JMAN737,29/07/23,27/09/23
PROJ16924,JMAN550,06/04/23,05/06/23
PROJ16924,JMAN793,22/05/23,21/07/23
PROJ16924,JMAN337,12/05/23,11/07/23
PROJ16924,JMAN904,08/10/23,07/12/23
PROJ16924,JMAN922,03/11/23,02/01/24
PROJ16924,JMAN177,11/08/23,10/10/23
PROJ16924,JMAN933,10/05/23,09/07/23
PROJ16924,JMAN881,16/05/23,15/07/23
PROJ16924,JMAN830,23/02/23,24/04/23
PROJ16924,JMAN503,05/12/23,03/02/24
PROJ16924,JMAN423,20/03/23,19/05/23
PROJ16924,JMAN442,20/02/23,21/04/23
PROJ16924,JMAN842,14/07/23,12/09/23
PROJ16924,JMAN235,19/08/23,18/10/23
PROJ16924,JMAN16,12/07/23,10/09/23
PROJ16924,JMAN647,14/05/23,13/07/23
PROJ16924,JMAN158,28/04/23,27/06/23
PROJ16924,JMAN526,03/03/23,02/05/23
PROJ16924,JMAN450,29/10/23,28/12/23
PROJ16924,JMAN676,10/09/23,09/11/23
PROJ16924,JMAN94,22/11/23,21/01/24
PROJ16924,JMAN627,11/05/23,10/07/23
PROJ16924,JMAN741,24/09/23,23/11/23
PROJ16924,JMAN226,21/11/23,20/01/24
PROJ16924,JMAN350,02/07/23,31/08/23
PROJ16924,JMAN843,25/10/23,24/12/23
PROJ16924,JMAN608,03/10/23,02/12/23
PROJ16924,JMAN962,23/10/23,22/12/23
PROJ16924,JMAN467,27/03/23,26/05/23
PROJ16924,JMAN316,08/09/23,07/11/23
PROJ16924,JMAN257,05/05/23,04/07/23
PROJ16924,JMAN380,04/09/23,03/11/23
PROJ16924,JMAN56,08/07/23,06/09/23
PROJ16924,JMAN65,28/06/23,27/08/23
PROJ16924,JMAN905,29/03/23,28/05/23
PROJ16924,JMAN747,17/06/23,16/08/23
PROJ16924,JMAN725,03/05/23,02/07/23
PROJ16924,JMAN249,06/08/23,05/10/23
PROJ71315,JMAN821,25/08/24,24/10/24
PROJ71315,JMAN137,03/01/25,04/03/25
PROJ71315,JMAN649,17/03/24,16/05/24
PROJ71315,JMAN480,22/02/24,22/04/24
PROJ71315,JMAN126,17/05/24,16/07/24
PROJ71315,JMAN114,23/08/24,22/10/24
PROJ71315,JMAN541,17/01/24,17/03/24
PROJ71315,JMAN773,10/09/24,09/11/24
PROJ71315,JMAN68,04/05/24,03/07/24
PROJ71315,JMAN523,30/03/25,29/05/25
PROJ71315,JMAN858,17/02/24,17/04/24
PROJ71315,JMAN423,02/04/25,01/06/25
PROJ71315,JMAN125,19/11/24,18/01/25
PROJ71315,JMAN197,16/03/25,15/05/25
PROJ71315,JMAN128,02/04/24,01/06/24
PROJ71315,JMAN93,27/03/25,26/05/25
PROJ71315,JMAN576,05/10/24,04/12/24
PROJ71315,JMAN589,28/09/24,27/11/24
PROJ71315,JMAN430,03/11/24,02/01/25
PROJ71315,JMAN107,15/06/24,14/08/24
PROJ71315,JMAN392,23/03/24,22/05/24
PROJ71315,JMAN94,15/08/24,14/10/24
PROJ71315,JMAN918,15/04/25,14/06/25
PROJ71315,JMAN583,09/01/25,10/03/25
PROJ71315,JMAN668,29/10/24,28/12/24
PROJ71315,JMAN340,23/02/24,23/04/24
PROJ71315,JMAN441,16/03/25,15/05/25
PROJ71315,JMAN812,18/10/24,17/12/24
PROJ71315,JMAN294,14/11/24,13/01/25
PROJ71315,JMAN562,25/01/24,25/03/24
PROJ71315,JMAN953,19/01/24,19/03/24
PROJ71315,JMAN482,21/07/24,19/09/24
PROJ71315,JMAN147,15/07/24,13/09/24
PROJ71315,JMAN270,18/11/24,17/01/25
PROJ71315,JMAN193,10/04/25,09/06/25
PROJ71315,JMAN249,17/04/25,16/06/25
PROJ71315,JMAN215,09/04/24,08/06/24
PROJ71315,JMAN978,04/07/24,02/09/24
PROJ12436,JMAN920,28/08/23,27/10/23
PROJ12436,JMAN863,24/09/23,23/11/23
PROJ12436,JMAN93,10/10/23,09/12/23
PROJ12436,JMAN126,06/09/23,05/11/23
PROJ12436,JMAN471,30/09/23,29/11/23
PROJ12436,JMAN144,31/08/23,30/10/23
PROJ12436,JMAN765,22/09/23,21/11/23
PROJ12436,JMAN772,19/09/23,18/11/23
PROJ12436,JMAN22,05/10/23,04/12/23
PROJ12436,JMAN490,25/08/23,24/10/23
PROJ12436,JMAN208,23/08/23,22/10/23
PROJ12436,JMAN993,29/09/23,28/11/23
PROJ12436,JMAN866,25/09/23,24/11/23
PROJ12436,JMAN712,27/09/23,26/11/23
PROJ12436,JMAN669,10/10/23,09/12/23
PROJ12436,JMAN830,27/09/23,26/11/23
PROJ12436,JMAN760,06/09/23,05/11/23
PROJ12436,JMAN713,23/08/23,22/10/23
PROJ12436,JMAN984,23/09/23,22/11/23
PROJ12436,JMAN583,14/09/23,13/11/23
PROJ12436,JMAN716,12/09/23,11/11/23
PROJ12436,JMAN971,01/10/23,30/11/23
PROJ12436,JMAN522,15/09/23,14/11/23
PROJ12436,JMAN894,12/09/23,11/11/23
PROJ12436,JMAN836,29/09/23,28/11/23
PROJ12436,JMAN676,21/08/23,20/10/23
PROJ12436,JMAN991,19/09/23,18/11/23
PROJ12436,JMAN494,26/09/23,25/11/23
PROJ12436,JMAN953,07/09/23,06/11/23
PROJ12436,JMAN95,18/09/23,17/11/23
PROJ12436,JMAN981,27/09/23,26/11/23
PROJ12436,JMAN486,10/09/23,09/11/23
PROJ12436,JMAN970,23/09/23,22/11/23
PROJ12436,JMAN190,20/09/23,19/11/23
PROJ12436,JMAN493,02/10/23,01/12/23
PROJ12436,JMAN737,04/10/23,03/12/23
PROJ12436,JMAN215,12/09/23,11/11/23
PROJ12436,JMAN614,28/09/23,27/11/23
PROJ98733,JMAN573,08/05/24,07/07/24
PROJ98733,JMAN131,27/11/24,26/01/25
PROJ98733,JMAN471,12/03/25,11/05/25
PROJ98733,JMAN22,15/01/24,15/03/24
PROJ98733,JMAN876,17/05/24,16/07/24
PROJ98733,JMAN503,23/01/24,23/03/24
PROJ98733,JMAN419,08/10/23,07/12/23
PROJ98733,JMAN797,14/07/24,12/09/24
PROJ98733,JMAN292,30/01/25,31/03/25
PROJ98733,JMAN858,23/04/25,22/06/25
PROJ98733,JMAN208,03/03/24,02/05/24
PROJ98733,JMAN310,13/12/24,11/02/25
PROJ98733,JMAN494,29/12/23,27/02/24
PROJ98733,JMAN235,16/09/24,15/11/24
PROJ98733,JMAN869,15/11/24,14/01/25
PROJ98733,JMAN760,25/04/25,24/06/25
PROJ98733,JMAN431,22/03/24,21/05/24
PROJ98733,JMAN664,09/02/24,09/04/24
PROJ98733,JMAN576,27/07/24,25/09/24
PROJ98733,JMAN410,04/12/23,02/02/24
PROJ98733,JMAN350,07/12/23,05/02/24
PROJ98733,JMAN583,09/03/25,08/05/25
PROJ98733,JMAN522,29/04/24,28/06/24
PROJ98733,JMAN472,26/04/25,25/06/25
PROJ98733,JMAN29,31/10/23,30/12/23
PROJ98733,JMAN705,19/05/25,18/07/25
PROJ98733,JMAN412,16/05/24,15/07/24
PROJ98733,JMAN257,17/05/25,16/07/25
PROJ98733,JMAN128,20/12/23,18/02/24
PROJ98733,JMAN316,26/11/23,25/01/24
PROJ98733,JMAN423,13/01/25,14/03/25
PROJ98733,JMAN994,30/10/24,29/12/24
PROJ98733,JMAN981,21/02/24,21/04/24
PROJ98733,JMAN176,21/02/24,21/04/24
PROJ98733,JMAN989,10/04/24,09/06/24
PROJ98733,JMAN755,23/10/23,22/12/23
PROJ98733,JMAN75,01/11/24,31/12/24
PROJ98733,JMAN4,21/08/24,20/10/24
PROJ18760,JMAN969,17/11/23,16/01/24
PROJ18760,JMAN271,24/11/23,23/01/24
PROJ18760,JMAN412,10/10/23,09/12/23
PROJ18760,JMAN313,21/09/23,20/11/23
PROJ18760,JMAN590,30/10/23,29/12/23
PROJ18760,JMAN702,25/10/23,24/12/23
PROJ18760,JMAN214,22/01/24,22/03/24
PROJ18760,JMAN62,31/10/23,30/12/23
PROJ18760,JMAN511,22/09/23,21/11/23
PROJ18760,JMAN729,31/01/24,31/03/24
PROJ18760,JMAN281,31/12/23,29/02/24
PROJ18760,JMAN731,28/01/24,28/03/24
PROJ18760,JMAN245,30/10/23,29/12/23
PROJ18760,JMAN154,15/11/23,14/01/24
PROJ18760,JMAN929,27/12/23,25/02/24
PROJ18760,JMAN923,07/12/23,05/02/24
PROJ18760,JMAN846,21/01/24,21/03/24
PROJ18760,JMAN300,23/10/23,22/12/23
PROJ18760,JMAN882,21/11/23,20/01/24
PROJ18760,JMAN721,07/12/23,05/02/24
PROJ18760,JMAN921,20/11/23,19/01/24
PROJ18760,JMAN519,18/11/23,17/01/24
PROJ18760,JMAN676,30/12/23,28/02/24
PROJ18760,JMAN115,10/12/23,08/02/24
PROJ18760,JMAN455,11/10/23,10/12/23
PROJ18760,JMAN410,16/12/23,14/02/24
PROJ18760,JMAN79,28/11/23,27/01/24
PROJ18760,JMAN196,13/10/23,12/12/23
PROJ18760,JMAN693,01/11/23,31/12/23
PROJ18760,JMAN147,19/11/23,18/01/24
PROJ18760,JMAN294,17/10/23,16/12/23
PROJ18760,JMAN247,31/10/23,30/12/23
PROJ18760,JMAN111,07/10/23,06/12/23
PROJ18760,JMAN956,29/01/24,29/03/24
PROJ18760,JMAN570,07/10/23,06/12/23
PROJ18760,JMAN67,27/12/23,25/02/24
PROJ18760,JMAN665,05/12/23,03/02/24
PROJ18760,JMAN925,09/10/23,08/12/23
PROJ92441,JMAN604,29/07/22,27/09/22
PROJ92441,JMAN696,10/05/23,09/07/23
PROJ92441,JMAN812,19/03/23,18/05/23
PROJ92441,JMAN688,18/07/23,16/09/23
PROJ92441,JMAN969,06/01/23,07/03/23
PROJ92441,JMAN947,13/08/23,12/10/23
PROJ92441,JMAN967,27/08/22,26/10/22
PROJ92441,JMAN312,06/01/23,07/03/23
PROJ92441,JMAN856,01/08/23,30/09/23
PROJ92441,JMAN710,05/05/23,04/07/23
PROJ92441,JMAN980,18/08/22,17/10/22
PROJ92441,JMAN833,13/01/23,14/03/23
PROJ92441,JMAN219,08/10/22,07/12/22
PROJ92441,JMAN148,08/08/23,07/10/23
PROJ92441,JMAN128,18/09/23,17/11/23
PROJ92441,JMAN300,30/07/22,28/09/22
PROJ92441,JMAN652,25/10/22,24/12/22
PROJ92441,JMAN112,26/06/23,25/08/23
PROJ92441,JMAN51,20/07/23,18/09/23
PROJ92441,JMAN583,13/01/23,14/03/23
PROJ92441,JMAN174,04/04/23,03/06/23
PROJ92441,JMAN759,27/12/22,25/02/23
PROJ92441,JMAN401,29/08/22,28/10/22
PROJ92441,JMAN224,30/12/22,28/02/23
PROJ92441,JMAN260,18/08/23,17/10/23
PROJ92441,JMAN412,25/07/23,23/09/23
PROJ92441,JMAN577,13/09/23,12/11/23
PROJ92441,JMAN380,03/01/23,04/03/23
PROJ92441,JMAN247,13/10/22,12/12/22
PROJ92441,JMAN356,10/03/23,09/05/23
PROJ92441,JMAN467,21/07/23,19/09/23
PROJ92441,JMAN298,01/09/22,31/10/22
PROJ92441,JMAN196,25/12/22,23/02/23
PROJ92441,JMAN724,30/04/23,29/06/23
PROJ92441,JMAN767,30/09/23,29/11/23
PROJ92441,JMAN925,01/02/23,02/04/23
PROJ92441,JMAN930,26/01/23,27/03/23
PROJ92441,JMAN193,10/12/22,08/02/23
PROJ78351,JMAN222,17/03/23,16/05/23
PROJ78351,JMAN793,02/06/23,01/08/23
PROJ78351,JMAN83,21/01/23,22/03/23
PROJ78351,JMAN617,29/07/23,27/09/23
PROJ78351,JMAN603,16/02/23,17/04/23
PROJ78351,JMAN750,24/06/23,23/08/23
PROJ78351,JMAN959,10/03/23,09/05/23
PROJ78351,JMAN849,14/06/23,13/08/23
PROJ78351,JMAN899,23/06/23,22/08/23
PROJ78351,JMAN662,28/06/23,27/08/23
PROJ78351,JMAN280,16/07/23,14/09/23
PROJ78351,JMAN781,25/06/23,24/08/23
PROJ78351,JMAN392,12/07/23,10/09/23
PROJ78351,JMAN761,04/06/23,03/08/23
PROJ78351,JMAN576,31/03/23,30/05/23
PROJ78351,JMAN774,15/06/23,14/08/23
PROJ78351,JMAN369,16/01/23,17/03/23
PROJ78351,JMAN154,06/03/23,05/05/23
PROJ78351,JMAN311,01/06/23,31/07/23
PROJ78351,JMAN412,10/02/23,11/04/23
PROJ78351,JMAN85,02/04/23,01/06/23
PROJ78351,JMAN741,03/04/23,02/06/23
PROJ78351,JMAN414,22/01/23,23/03/23
PROJ78351,JMAN472,29/03/23,28/05/23
PROJ78351,JMAN894,19/03/23,18/05/23
PROJ78351,JMAN627,07/05/23,06/07/23
PROJ78351,JMAN519,15/06/23,14/08/23
PROJ78351,JMAN994,04/04/23,03/06/23
PROJ78351,JMAN655,22/05/23,21/07/23
PROJ78351,JMAN206,16/01/23,17/03/23
PROJ78351,JMAN480,24/04/23,23/06/23
PROJ78351,JMAN136,27/04/23,26/06/23
PROJ78351,JMAN693,19/06/23,18/08/23
PROJ78351,JMAN652,23/03/23,22/05/23
PROJ78351,JMAN905,28/07/23,26/09/23
PROJ78351,JMAN67,18/05/23,17/07/23
PROJ78351,JMAN737,17/03/23,16/05/23
PROJ78351,JMAN190,31/05/23,30/07/23
PROJ78342,JMAN646,12/02/23,13/04/23
PROJ78342,JMAN853,24/03/23,23/05/23
PROJ78342,JMAN454,20/08/23,19/10/23
PROJ78342,JMAN577,25/02/24,25/04/24
PROJ78342,JMAN309,08/03/24,07/05/24
PROJ78342,JMAN644,20/06/23,19/08/23
PROJ78342,JMAN545,13/02/23,14/04/23
PROJ78342,JMAN312,13/04/23,12/06/23
PROJ78342,JMAN523,30/01/23,31/03/23
PROJ78342,JMAN31,05/02/24,05/04/24
PROJ78342,JMAN255,19/11/23,18/01/24
PROJ78342,JMAN298,11/02/24,11/04/24
PROJ78342,JMAN734,18/09/23,17/11/23
PROJ78342,JMAN396,09/09/23,08/11/23
PROJ78342,JMAN494,28/06/23,27/08/23
PROJ78342,JMAN8,01/12/23,30/01/24
PROJ78342,JMAN647,04/10/23,03/12/23
PROJ78342,JMAN689,04/01/24,04/03/24
PROJ78342,JMAN517,17/04/23,16/06/23
PROJ78342,JMAN741,27/12/23,25/02/24
PROJ78342,JMAN762,22/02/23,23/04/23
PROJ78342,JMAN323,12/04/23,11/06/23
PROJ78342,JMAN519,22/12/23,20/02/24
PROJ78342,JMAN52,01/09/23,31/10/23
PROJ78342,JMAN566,06/05/23,05/07/23
PROJ78342,JMAN94,04/05/23,03/07/23
PROJ78342,JMAN95,06/09/23,05/11/23
PROJ78342,JMAN880,10/05/23,09/07/23
PROJ78342,JMAN128,08/02/23,09/04/23
PROJ78342,JMAN275,17/02/24,17/04/24
PROJ78342,JMAN147,12/07/23,10/09/23
PROJ78342,JMAN970,07/06/23,06/08/23
PROJ78342,JMAN981,22/09/23,21/11/23
PROJ78342,JMAN67,03/02/24,03/04/24
PROJ78342,JMAN755,30/01/23,31/03/23
PROJ78342,JMAN876,04/02/24,04/04/24
PROJ78342,JMAN614,03/11/23,02/01/24
PROJ78342,JMAN285,02/02/23,03/04/23
PROJ45084,JMAN313,18/07/25,16/09/25
PROJ45084,JMAN44,26/08/24,25/10/24
PROJ45084,JMAN379,05/09/25,04/11/25
PROJ45084,JMAN396,08/04/24,07/06/24
PROJ45084,JMAN920,14/09/24,13/11/24
PROJ45084,JMAN394,18/10/24,17/12/24
PROJ45084,JMAN801,06/08/25,05/10/25
PROJ45084,JMAN773,15/10/24,14/12/24
PROJ45084,JMAN852,18/11/24,17/01/25
PROJ45084,JMAN208,10/07/24,08/09/24
PROJ45084,JMAN529,12/11/24,11/01/25
PROJ45084,JMAN678,21/11/24,20/01/25
PROJ45084,JMAN784,11/01/25,12/03/25
PROJ45084,JMAN728,07/02/25,08/04/25
PROJ45084,JMAN210,30/08/25,29/10/25
PROJ45084,JMAN882,22/07/25,20/09/25
PROJ45084,JMAN430,22/08/25,21/10/25
PROJ45084,JMAN510,20/10/24,19/12/24
PROJ45084,JMAN622,07/01/25,08/03/25
PROJ45084,JMAN441,04/06/24,03/08/24
PROJ45084,JMAN472,11/02/25,12/04/25
PROJ45084,JMAN582,11/04/24,10/06/24
PROJ45084,JMAN392,14/11/24,13/01/25
PROJ45084,JMAN583,24/02/24,24/04/24
PROJ45084,JMAN716,15/05/25,14/07/25
PROJ45084,JMAN414,29/03/24,28/05/24
PROJ45084,JMAN261,17/10/25,16/12/25
PROJ45084,JMAN118,01/04/24,31/05/24
PROJ45084,JMAN706,06/07/24,04/09/24
PROJ45084,JMAN539,16/08/24,15/10/24
PROJ45084,JMAN794,05/08/24,04/10/24
PROJ45084,JMAN67,03/05/24,02/07/24
PROJ45084,JMAN877,04/04/25,03/06/25
PROJ45084,JMAN793,15/10/25,14/12/25
PROJ45084,JMAN925,31/07/25,29/09/25
PROJ45084,JMAN940,02/12/24,31/01/25
PROJ45084,JMAN82,20/08/25,19/10/25
PROJ45084,JMAN219,24/09/24,23/11/24
PROJ54018,JMAN322,24/01/23,25/03/23
PROJ54018,JMAN93,17/04/23,16/06/23
PROJ54018,JMAN67,06/04/23,05/06/23
PROJ54018,JMAN688,10/02/23,11/04/23
PROJ54018,JMAN980,18/02/23,19/04/23
PROJ54018,JMAN924,25/01/23,26/03/23
PROJ54018,JMAN478,03/02/23,04/04/23
PROJ54018,JMAN633,03/05/23,02/07/23
PROJ54018,JMAN608,19/03/23,18/05/23
PROJ54018,JMAN993,18/02/23,19/04/23
PROJ54018,JMAN657,22/04/23,21/06/23
PROJ54018,JMAN379,11/04/23,10/06/23
PROJ54018,JMAN110,01/05/23,30/06/23
PROJ54018,JMAN345,28/01/23,29/03/23
PROJ54018,JMAN154,17/02/23,18/04/23
PROJ54018,JMAN776,17/01/23,18/03/23
PROJ54018,JMAN575,25/01/23,26/03/23
PROJ54018,JMAN1,28/03/23,27/05/23
PROJ54018,JMAN53,13/05/23,12/07/23
PROJ54018,JMAN31,23/01/23,24/03/23
PROJ54018,JMAN459,19/03/23,18/05/23
PROJ54018,JMAN646,27/04/23,26/06/23
PROJ54018,JMAN323,01/05/23,30/06/23
PROJ54018,JMAN582,07/02/23,08/04/23
PROJ54018,JMAN40,04/03/23,03/05/23
PROJ54018,JMAN583,05/03/23,04/05/23
PROJ54018,JMAN226,06/04/23,05/06/23
PROJ54018,JMAN506,29/04/23,28/06/23
PROJ54018,JMAN700,20/01/23,21/03/23
PROJ54018,JMAN580,20/04/23,19/06/23
PROJ54018,JMAN995,10/03/23,09/05/23
PROJ54018,JMAN971,23/03/23,22/05/23
PROJ54018,JMAN203,24/02/23,25/04/23
PROJ54018,JMAN586,19/01/23,20/03/23
PROJ54018,JMAN833,13/03/23,12/05/23
PROJ54018,JMAN215,05/04/23,04/06/23
PROJ54018,JMAN876,06/02/23,07/04/23
PROJ54018,JMAN940,24/02/23,25/04/23
PROJ21022,JMAN758,22/02/24,22/04/24
PROJ21022,JMAN696,02/02/24,02/04/24
PROJ21022,JMAN920,24/02/24,24/04/24
PROJ21022,JMAN649,20/11/23,19/01/24
PROJ21022,JMAN836,26/11/23,25/01/24
PROJ21022,JMAN786,24/02/24,24/04/24
PROJ21022,JMAN773,06/10/23,05/12/23
PROJ21022,JMAN213,09/11/23,08/01/24
PROJ21022,JMAN922,29/03/24,28/05/24
PROJ21022,JMAN281,03/02/24,03/04/24
PROJ21022,JMAN258,05/12/23,03/02/24
PROJ21022,JMAN644,03/09/23,02/11/23
PROJ21022,JMAN110,05/11/23,04/01/24
PROJ21022,JMAN128,12/10/23,11/12/23
PROJ21022,JMAN125,21/12/23,19/02/24
PROJ21022,JMAN984,15/12/23,13/02/24
PROJ21022,JMAN526,10/12/23,08/02/24
PROJ21022,JMAN270,23/01/24,23/03/24
PROJ21022,JMAN589,17/12/23,15/02/24
PROJ21022,JMAN712,16/01/24,16/03/24
PROJ21022,JMAN392,01/11/23,31/12/23
PROJ21022,JMAN226,07/01/24,07/03/24
PROJ21022,JMAN29,16/10/23,15/12/23
