projectId,userId,startDate,endDate
PROJ21022,JMAN741,01/09/23,31/10/23
PROJ21022,JMAN350,20/12/23,18/02/24
PROJ21022,JMAN81,11/01/24,11/03/24
PROJ21022,JMAN577,12/01/24,12/03/24
PROJ21022,JMAN580,18/09/23,17/11/23
PROJ21022,JMAN275,25/01/24,25/03/24
PROJ21022,JMAN545,12/02/24,12/04/24
PROJ21022,JMAN294,19/10/23,18/12/23
PROJ21022,JMAN444,24/12/23,22/02/24
PROJ21022,JMAN2,18/09/23,17/11/23
PROJ21022,JMAN940,15/12/23,13/02/24
PROJ21022,JMAN863,11/03/24,10/05/24
PROJ21022,JMAN374,30/12/23,28/02/24
PROJ21022,JMAN67,24/01/24,24/03/24
PROJ21022,JMAN304,23/02/24,23/04/24
PROJ40862,JMAN22,25/03/24,24/05/24
PROJ40862,JMAN812,11/07/23,09/09/23
PROJ40862,JMAN370,21/09/24,20/11/24
PROJ40862,JMAN44,12/08/24,11/10/24
PROJ40862,JMAN649,26/07/24,24/09/24
PROJ40862,JMAN553,15/06/24,14/08/24
PROJ40862,JMAN772,18/08/24,17/10/24
PROJ40862,JMAN955,27/07/23,25/09/23
PROJ40862,JMAN729,09/06/23,08/08/23
PROJ40862,JMAN653,04/03/24,03/05/24
PROJ40862,JMAN751,14/06/24,13/08/24
PROJ40862,JMAN678,21/05/23,20/07/23
PROJ40862,JMAN903,21/07/24,19/09/24
PROJ40862,JMAN125,29/04/24,28/06/24
PROJ40862,JMAN382,25/06/23,24/08/23
PROJ40862,JMAN444,04/01/24,04/03/24
PROJ40862,JMAN923,26/02/24,26/04/24
PROJ40862,JMAN643,25/11/23,24/01/24
PROJ40862,JMAN112,29/06/24,28/08/24
PROJ40862,JMAN223,06/12/23,04/02/24
PROJ40862,JMAN29,18/04/24,17/06/24
PROJ40862,JMAN80,09/07/23,07/09/23
PROJ40862,JMAN741,29/06/24,28/08/24
PROJ40862,JMAN991,05/01/24,05/03/24
PROJ40862,JMAN410,21/06/23,20/08/23
PROJ40862,JMAN588,27/09/23,26/11/23
PROJ40862,JMAN107,25/06/23,24/08/23
PROJ40862,JMAN512,16/07/24,14/09/24
PROJ40862,JMAN331,06/09/24,05/11/24
PROJ40862,JMAN111,30/11/23,29/01/24
PROJ40862,JMAN380,04/06/23,03/08/23
PROJ40862,JMAN974,24/06/23,23/08/23
PROJ40862,JMAN817,06/07/24,04/09/24
PROJ40862,JMAN493,21/07/24,19/09/24
PROJ40862,JMAN847,14/07/23,12/09/23
PROJ40862,JMAN926,01/06/24,31/07/24
PROJ40862,JMAN440,07/08/23,06/10/23
PROJ40862,JMAN83,12/05/24,11/07/24
PROJ45399,JMAN853,08/03/24,07/05/24
PROJ45399,JMAN646,19/06/23,18/08/23
PROJ45399,JMAN550,08/07/24,06/09/24
PROJ45399,JMAN836,15/12/23,13/02/24
PROJ45399,JMAN617,14/07/24,12/09/24
PROJ45399,JMAN823,29/09/23,28/11/23
PROJ45399,JMAN12,11/05/24,10/07/24
PROJ45399,JMAN804,13/04/23,12/06/23
PROJ45399,JMAN278,13/04/23,12/06/23
PROJ45399,JMAN856,12/09/23,11/11/23
PROJ45399,JMAN31,03/01/24,03/03/24
PROJ45399,JMAN298,16/12/23,14/02/24
PROJ45399,JMAN264,18/12/23,16/02/24
PROJ45399,JMAN712,11/04/24,10/06/24
PROJ45399,JMAN106,17/09/23,16/11/23
PROJ45399,JMAN162,31/12/23,29/02/24
PROJ45399,JMAN41,16/04/24,15/06/24
PROJ45399,JMAN53,24/02/24,24/04/24
PROJ45399,JMAN923,21/07/24,19/09/24
PROJ45399,JMAN583,22/11/23,21/01/24
PROJ45399,JMAN52,22/05/23,21/07/23
PROJ45399,JMAN921,13/07/24,11/09/24
PROJ45399,JMAN608,25/05/24,24/07/24
PROJ45399,JMAN716,01/12/23,30/01/24
PROJ45399,JMAN412,07/05/24,06/07/24
PROJ45399,JMAN971,17/05/23,16/07/23
PROJ45399,JMAN481,24/04/24,23/06/24
PROJ45399,JMAN655,16/05/23,15/07/23
PROJ45399,JMAN136,16/05/24,15/07/24
PROJ45399,JMAN798,04/12/23,02/02/24
PROJ45399,JMAN981,11/03/24,10/05/24
PROJ45399,JMAN824,17/09/23,16/11/23
PROJ45399,JMAN18,27/03/23,26/05/23
PROJ45399,JMAN82,15/01/24,15/03/24
PROJ45399,JMAN215,10/03/24,09/05/24
PROJ45399,JMAN180,07/06/23,06/08/23
PROJ45399,JMAN586,14/07/23,12/09/23
PROJ45399,JMAN169,27/05/23,26/07/23
PROJ24873,JMAN863,13/11/23,12/01/24
PROJ24873,JMAN377,10/07/24,08/09/24
PROJ24873,JMAN876,24/07/24,22/09/24
PROJ24873,JMAN812,03/06/24,02/08/24
PROJ24873,JMAN920,08/01/24,08/03/24
PROJ24873,JMAN27,03/03/24,02/05/24
PROJ24873,JMAN772,30/06/24,29/08/24
PROJ24873,JMAN758,18/01/24,18/03/24
PROJ24873,JMAN781,13/06/24,12/08/24
PROJ24873,JMAN208,19/05/24,18/07/24
PROJ24873,JMAN442,02/12/23,31/01/24
PROJ24873,JMAN103,15/06/24,14/08/24
PROJ24873,JMAN734,30/11/23,29/01/24
PROJ24873,JMAN871,23/07/24,21/09/24
PROJ24873,JMAN346,28/06/24,27/08/24
PROJ24873,JMAN688,18/01/24,18/03/24
PROJ24873,JMAN934,17/01/24,17/03/24
PROJ24873,JMAN941,16/03/24,15/05/24
PROJ24873,JMAN864,23/07/24,21/09/24
PROJ24873,JMAN434,26/11/23,25/01/24
PROJ24873,JMAN224,21/10/23,20/12/23
PROJ24873,JMAN811,05/08/24,04/10/24
PROJ24873,JMAN802,25/04/24,24/06/24
PROJ24873,JMAN577,28/03/24,27/05/24
PROJ24873,JMAN261,21/03/24,20/05/24
PROJ24873,JMAN680,10/03/24,09/05/24
PROJ24873,JMAN721,16/04/24,15/06/24
PROJ24873,JMAN980,09/06/24,08/08/24
PROJ24873,JMAN467,07/02/24,07/04/24
PROJ24873,JMAN517,24/07/24,22/09/24
PROJ24873,JMAN423,15/11/23,14/01/24
PROJ24873,JMAN56,17/02/24,17/04/24
PROJ24873,JMAN316,01/04/24,31/05/24
PROJ24873,JMAN349,27/03/24,26/05/24
PROJ24873,JMAN275,15/12/23,13/02/24
PROJ24873,JMAN586,04/03/24,03/05/24
PROJ24873,JMAN309,08/12/23,06/02/24
PROJ24873,JMAN431,01/05/24,30/06/24
PROJ92678,JMAN7,29/03/23,28/05/23
PROJ92678,JMAN721,26/09/22,25/11/22
PROJ92678,JMAN780,04/02/23,05/04/23
PROJ92678,JMAN649,28/10/22,27/12/22
PROJ92678,JMAN920,27/09/22,26/11/22
PROJ92678,JMAN132,10/12/22,08/02/23
PROJ92678,JMAN213,08/03/23,07/05/23
PROJ92678,JMAN418,05/03/23,04/05/23
PROJ92678,JMAN580,14/02/23,15/04/23
PROJ92678,JMAN490,01/01/23,02/03/23
PROJ92678,JMAN601,21/04/23,20/06/23
PROJ92678,JMAN23,21/02/23,22/04/23
PROJ92678,JMAN115,16/11/22,15/01/23
PROJ92678,JMAN60,29/11/22,28/01/23
PROJ92678,JMAN508,26/10/22,25/12/22
PROJ92678,JMAN589,28/09/22,27/11/22
PROJ92678,JMAN340,14/10/22,13/12/22
PROJ92678,JMAN713,13/09/22,12/11/22
PROJ92678,JMAN1,07/02/23,08/04/23
PROJ92678,JMAN472,13/10/22,12/12/22
PROJ92678,JMAN582,27/09/22,26/11/22
PROJ92678,JMAN94,28/03/23,27/05/23
PROJ92678,JMAN411,19/05/23,18/07/23
PROJ92678,JMAN836,20/04/23,19/06/23
PROJ92678,JMAN921,13/12/22,11/02/23
PROJ92678,JMAN106,10/01/23,11/03/23
PROJ92678,JMAN759,21/11/22,20/01/23
PROJ92678,JMAN480,01/05/23,30/06/23
PROJ92678,JMAN2,05/04/23,04/06/23
PROJ92678,JMAN512,29/09/22,28/11/22
PROJ92678,JMAN706,22/05/23,21/07/23
PROJ92678,JMAN56,23/02/23,24/04/23
PROJ92678,JMAN877,11/11/22,10/01/23
PROJ92678,JMAN65,29/03/23,28/05/23
PROJ92678,JMAN504,18/09/22,17/11/22
PROJ92678,JMAN431,18/10/22,17/12/22
PROJ92678,JMAN274,20/09/22,19/11/22
PROJ92678,JMAN67,21/12/22,19/02/23
PROJ82628,JMAN155,25/08/24,24/10/24
PROJ82628,JMAN322,20/12/24,18/02/25
PROJ82628,JMAN876,18/10/24,17/12/24
PROJ82628,JMAN663,25/12/24,23/02/25
PROJ82628,JMAN392,02/12/24,31/01/25
PROJ82628,JMAN706,29/04/24,28/06/24
PROJ82628,JMAN47,22/11/23,21/01/24
PROJ82628,JMAN659,07/12/24,05/02/25
PROJ82628,JMAN858,14/08/24,13/10/24
PROJ82628,JMAN281,21/12/24,19/02/25
PROJ82628,JMAN527,13/03/24,12/05/24
PROJ82628,JMAN899,03/05/24,02/07/24
PROJ82628,JMAN669,01/03/24,30/04/24
PROJ82628,JMAN54,19/06/24,18/08/24
PROJ82628,JMAN249,20/12/23,18/02/24
PROJ82628,JMAN44,13/08/24,12/10/24
PROJ82628,JMAN377,29/05/24,28/07/24
PROJ82628,JMAN643,13/06/24,12/08/24
PROJ82628,JMAN327,13/08/24,12/10/24
PROJ82628,JMAN616,10/03/24,09/05/24
PROJ82628,JMAN12,08/12/23,06/02/24
PROJ82628,JMAN107,09/10/24,08/12/24
PROJ82628,JMAN582,28/10/24,27/12/24
PROJ82628,JMAN583,11/12/24,09/02/25
PROJ82628,JMAN759,24/09/24,23/11/24
PROJ82628,JMAN583,30/10/24,29/12/24
PROJ82628,JMAN401,12/04/24,11/06/24
PROJ82628,JMAN588,22/12/23,20/02/24
PROJ82628,JMAN55,13/10/24,12/12/24
PROJ82628,JMAN873,25/02/24,25/04/24
PROJ82628,JMAN962,01/11/24,31/12/24
PROJ82628,JMAN798,23/02/24,23/04/24
PROJ82628,JMAN902,10/05/24,09/07/24
PROJ82628,JMAN274,26/04/24,25/06/24
PROJ82628,JMAN618,24/12/23,22/02/24
PROJ82628,JMAN65,26/11/24,25/01/25
PROJ82628,JMAN219,12/04/24,11/06/24
PROJ82628,JMAN23,11/12/23,09/02/24
PROJ67952,JMAN896,09/10/23,08/12/23
PROJ67952,JMAN969,17/11/23,16/01/24
PROJ67952,JMAN412,12/06/23,11/08/23
PROJ67952,JMAN488,27/11/22,26/01/23
PROJ67952,JMAN308,23/01/23,24/03/23
PROJ67952,JMAN377,19/11/22,18/01/23
PROJ67952,JMAN923,17/05/23,16/07/23
PROJ67952,JMAN284,28/10/23,27/12/23
PROJ67952,JMAN22,28/11/23,27/01/24
PROJ67952,JMAN109,17/03/23,16/05/23
PROJ67952,JMAN678,11/06/23,10/08/23
PROJ67952,JMAN118,26/08/23,25/10/23
PROJ67952,JMAN576,04/12/22,02/02/23
PROJ67952,JMAN245,08/07/23,06/09/23
PROJ67952,JMAN991,20/09/23,19/11/23
PROJ67952,JMAN158,21/11/22,20/01/23
PROJ67952,JMAN259,20/11/22,19/01/23
PROJ67952,JMAN327,25/05/23,24/07/23
PROJ67952,JMAN369,18/08/23,17/10/23
PROJ67952,JMAN498,17/11/22,16/01/23
PROJ67952,JMAN843,27/10/23,26/12/23
PROJ67952,JMAN864,19/03/23,18/05/23
PROJ67952,JMAN971,04/07/23,02/09/23
PROJ67952,JMAN577,25/10/22,24/12/22
PROJ67952,JMAN646,08/12/23,06/02/24
PROJ67952,JMAN94,22/12/23,20/02/24
PROJ67952,JMAN31,23/04/23,22/06/23
PROJ67952,JMAN545,12/11/22,11/01/23
PROJ67952,JMAN964,13/02/23,14/04/23
PROJ67952,JMAN2,25/10/22,24/12/22
PROJ67952,JMAN700,28/05/23,27/07/23
PROJ67952,JMAN995,30/10/23,29/12/23
PROJ67952,JMAN18,12/04/23,11/06/23
PROJ67952,JMAN449,11/04/23,10/06/23
PROJ67952,JMAN65,19/01/23,20/03/23
PROJ67952,JMAN724,15/11/22,14/01/23
PROJ67952,JMAN767,28/11/23,27/01/24
PROJ67952,JMAN40,07/04/23,06/06/23
PROJ80178,JMAN849,13/07/23,11/09/23
PROJ80178,JMAN996,19/10/23,18/12/23
PROJ80178,JMAN922,06/09/23,05/11/23
PROJ80178,JMAN246,04/06/23,03/08/23
PROJ80178,JMAN577,15/10/23,14/12/23
PROJ80178,JMAN465,30/01/24,30/03/24
PROJ80178,JMAN676,11/06/23,10/08/23
PROJ80178,JMAN29,08/03/23,07/05/23
PROJ80178,JMAN423,17/01/24,17/03/24
PROJ80178,JMAN236,07/03/24,06/05/24
PROJ80178,JMAN408,16/05/23,15/07/23
PROJ80178,JMAN731,25/11/23,24/01/24
PROJ80178,JMAN197,14/10/23,13/12/23
PROJ80178,JMAN502,27/11/23,26/01/24
PROJ80178,JMAN964,28/07/23,26/09/23
PROJ80178,JMAN886,23/01/24,23/03/24
PROJ80178,JMAN589,15/03/24,14/05/24
PROJ80178,JMAN340,07/03/23,06/05/23
PROJ80178,JMAN647,17/08/23,16/10/23
PROJ80178,JMAN721,02/01/24,02/03/24
PROJ80178,JMAN804,08/02/24,08/04/24
PROJ80178,JMAN481,24/03/23,23/05/23
PROJ80178,JMAN705,27/07/23,25/09/23
PROJ80178,JMAN192,26/12/23,24/02/24
PROJ80178,JMAN583,10/06/23,09/08/23
PROJ80178,JMAN522,19/10/23,18/12/23
PROJ80178,JMAN417,31/08/23,30/10/23
PROJ80178,JMAN994,17/08/23,16/10/23
PROJ80178,JMAN974,17/08/23,16/10/23
PROJ80178,JMAN56,01/04/24,31/05/24
PROJ80178,JMAN588,07/12/23,05/02/24
PROJ80178,JMAN760,11/07/23,09/09/23
PROJ80178,JMAN444,13/08/23,12/10/23
PROJ80178,JMAN193,16/07/23,14/09/23
PROJ80178,JMAN940,30/03/23,29/05/23
PROJ80178,JMAN23,27/12/23,25/02/24
PROJ80178,JMAN180,28/08/23,27/10/23
PROJ80178,JMAN40,23/05/23,22/07/23
PROJ81253,JMAN863,13/06/23,12/08/23
PROJ81253,JMAN487,08/02/23,09/04/23
PROJ81253,JMAN298,11/08/23,10/10/23
PROJ81253,JMAN573,22/08/23,21/10/23
PROJ81253,JMAN406,26/02/23,27/04/23
PROJ81253,JMAN169,19/01/23,20/03/23
PROJ81253,JMAN801,12/04/23,11/06/23
PROJ81253,JMAN804,20/03/23,19/05/23
PROJ81253,JMAN146,04/10/23,03/12/23
PROJ81253,JMAN70,03/02/23,04/04/23
PROJ81253,JMAN751,17/08/23,16/10/23
PROJ81253,JMAN529,12/10/23,11/12/23
PROJ81253,JMAN144,21/09/23,20/11/23
PROJ81253,JMAN488,28/01/23,29/03/23
PROJ81253,JMAN596,29/11/22,28/01/23
PROJ81253,JMAN517,24/05/23,23/07/23
PROJ81253,JMAN340,27/09/23,26/11/23
PROJ81253,JMAN760,14/08/23,13/10/23
PROJ81253,JMAN647,15/05/23,14/07/23
PROJ81253,JMAN5,23/12/22,21/02/23
PROJ81253,JMAN676,26/10/22,25/12/22
PROJ81253,JMAN52,21/01/23,22/03/23
PROJ81253,JMAN894,12/02/23,13/04/23
PROJ81253,JMAN12,07/07/23,05/09/23
PROJ81253,JMAN864,25/11/22,24/01/23
PROJ81253,JMAN762,18/12/22,16/02/23
PROJ81253,JMAN616,10/06/23,09/08/23
PROJ81253,JMAN706,23/09/23,22/11/23
PROJ81253,JMAN902,14/05/23,13/07/23
PROJ81253,JMAN247,27/09/23,26/11/23
PROJ81253,JMAN2,03/07/23,01/09/23
PROJ81253,JMAN354,25/01/23,26/03/23
PROJ81253,JMAN111,31/10/22,30/12/22
PROJ81253,JMAN956,01/12/22,30/01/23
PROJ81253,JMAN666,13/03/23,12/05/23
PROJ81253,JMAN309,27/09/23,26/11/23
PROJ81253,JMAN224,05/07/23,03/09/23
PROJ81253,JMAN665,01/12/22,30/01/23
PROJ75213,JMAN454,28/04/23,27/06/23
PROJ75213,JMAN836,16/03/23,15/05/23
PROJ75213,JMAN904,28/02/23,29/04/23
PROJ75213,JMAN688,02/04/23,01/06/23
PROJ75213,JMAN396,30/04/23,29/06/23
PROJ75213,JMAN936,26/12/22,24/02/23
PROJ75213,JMAN33,24/01/23,25/03/23
PROJ75213,JMAN65,17/02/23,18/04/23
PROJ75213,JMAN379,11/01/23,12/03/23
PROJ75213,JMAN963,25/04/23,24/06/23
PROJ75213,JMAN662,06/02/23,07/04/23
PROJ75213,JMAN281,03/02/23,04/04/23
PROJ75213,JMAN196,04/04/23,03/06/23
PROJ75213,JMAN235,05/04/23,04/06/23
PROJ75213,JMAN416,14/04/23,13/06/23
PROJ75213,JMAN981,18/04/23,17/06/23
PROJ75213,JMAN543,03/01/23,04/03/23
PROJ75213,JMAN576,09/03/23,08/05/23
PROJ75213,JMAN340,08/03/23,07/05/23
PROJ75213,JMAN224,30/01/23,31/03/23
PROJ75213,JMAN712,19/03/23,18/05/23
PROJ75213,JMAN721,10/01/23,11/03/23
PROJ75213,JMAN168,12/02/23,13/04/23
PROJ75213,JMAN80,07/12/22,05/02/23
PROJ75213,JMAN417,23/12/22,21/02/23
PROJ75213,JMAN95,13/12/22,11/02/23
PROJ75213,JMAN79,30/03/23,29/05/23
PROJ75213,JMAN892,11/04/23,10/06/23
PROJ75213,JMAN147,01/12/22,30/01/23
PROJ75213,JMAN873,09/04/23,08/06/23
PROJ75213,JMAN111,25/12/22,23/02/23
PROJ75213,JMAN539,28/02/23,29/04/23
PROJ75213,JMAN852,02/04/23,01/06/23
PROJ75213,JMAN905,15/12/22,13/02/23
PROJ75213,JMAN315,16/12/22,14/02/23
PROJ75213,JMAN176,28/12/22,26/02/23
PROJ75213,JMAN666,11/02/23,12/04/23
PROJ75213,JMAN82,15/03/23,14/05/23
PROJ43743,JMAN633,24/11/23,23/01/24
PROJ43743,JMAN377,26/05/24,25/07/24
PROJ43743,JMAN22,17/01/24,17/03/24
PROJ43743,JMAN406,01/12/23,30/01/24
PROJ43743,JMAN51,01/09/23,31/10/23
PROJ43743,JMAN503,22/04/24,21/06/24
PROJ43743,JMAN797,24/10/23,23/12/23
PROJ43743,JMAN992,17/07/23,15/09/23
PROJ43743,JMAN871,10/11/23,09/01/24
PROJ43743,JMAN107,10/04/24,09/06/24
PROJ43743,JMAN298,24/01/24,24/03/24
PROJ43743,JMAN423,13/07/23,11/09/23
PROJ43743,JMAN264,13/01/24,13/03/24
PROJ43743,JMAN226,08/02/24,08/04/24
PROJ43743,JMAN997,11/06/23,10/08/23
PROJ43743,JMAN941,20/11/23,19/01/24
PROJ43743,JMAN444,05/05/24,04/07/24
PROJ43743,JMAN311,27/05/23,26/07/23
PROJ43743,JMAN543,10/06/23,09/08/23
PROJ43743,JMAN522,04/05/24,03/07/24
PROJ43743,JMAN583,10/08/23,09/10/23
PROJ43743,JMAN29,21/04/24,20/06/24
PROJ43743,JMAN94,01/11/23,31/12/23
PROJ43743,JMAN79,06/05/24,05/07/24
PROJ43743,JMAN577,14/09/23,13/11/23
PROJ43743,JMAN620,04/07/23,02/09/23
PROJ43743,JMAN741,23/03/24,22/05/24
PROJ43743,JMAN275,31/01/24,31/03/24
PROJ43743,JMAN136,07/11/23,06/01/24
PROJ43743,JMAN466,06/05/24,05/07/24
PROJ43743,JMAN888,11/12/23,09/02/24
PROJ43743,JMAN817,05/09/23,04/11/23
PROJ43743,JMAN67,25/10/23,24/12/23
PROJ43743,JMAN193,17/03/24,16/05/24
PROJ43743,JMAN180,08/05/24,07/07/24
PROJ43743,JMAN249,06/05/24,05/07/24
PROJ43743,JMAN349,14/09/23,13/11/23
PROJ43743,JMAN863,19/07/23,17/09/23
PROJ51986,JMAN487,14/10/23,13/12/23
PROJ51986,JMAN159,13/08/23,12/10/23
PROJ51986,JMAN803,13/09/23,12/11/23
PROJ51986,JMAN548,02/09/23,01/11/23
PROJ51986,JMAN93,22/09/23,21/11/23
PROJ51986,JMAN476,13/08/23,12/10/23
PROJ51986,JMAN419,31/10/23,30/12/23
PROJ51986,JMAN213,13/10/23,12/12/23
PROJ51986,JMAN278,11/08/23,10/10/23
PROJ51986,JMAN856,25/09/23,24/11/23
PROJ51986,JMAN871,09/08/23,08/10/23
PROJ51986,JMAN68,10/08/23,09/10/23
PROJ51986,JMAN875,01/10/23,30/11/23
PROJ51986,JMAN346,06/09/23,05/11/23
PROJ51986,JMAN206,07/09/23,06/11/23
PROJ51986,JMAN716,28/09/23,27/11/23
PROJ51986,JMAN369,12/09/23,11/11/23
PROJ51986,JMAN643,10/10/23,09/12/23
PROJ51986,JMAN259,10/10/23,09/12/23
PROJ51986,JMAN401,15/09/23,14/11/23
PROJ51986,JMAN836,09/08/23,08/10/23
PROJ51986,JMAN85,31/10/23,30/12/23
PROJ51986,JMAN680,07/09/23,06/11/23
PROJ51986,JMAN75,23/10/23,22/12/23
PROJ51986,JMAN223,31/10/23,30/12/23
PROJ51986,JMAN920,27/10/23,26/12/23
PROJ51986,JMAN55,10/08/23,09/10/23
PROJ51986,JMAN512,19/10/23,18/12/23
PROJ51986,JMAN128,25/10/23,24/12/23
PROJ51986,JMAN817,13/08/23,12/10/23
PROJ51986,JMAN824,17/09/23,16/11/23
PROJ51986,JMAN18,22/09/23,21/11/23
PROJ51986,JMAN962,21/10/23,20/12/23
PROJ51986,JMAN176,27/10/23,26/12/23
PROJ51986,JMAN166,17/10/23,16/12/23
PROJ51986,JMAN398,01/10/23,30/11/23
PROJ51986,JMAN666,04/09/23,03/11/23
PROJ51986,JMAN542,16/10/23,15/12/23
PROJ65221,JMAN487,02/12/23,31/01/24
PROJ65221,JMAN126,08/10/23,07/12/23
PROJ65221,JMAN663,17/07/24,15/09/24
PROJ65221,JMAN633,06/06/24,05/08/24
PROJ65221,JMAN309,24/01/24,24/03/24
PROJ65221,JMAN169,11/07/24,09/09/24
PROJ65221,JMAN65,27/12/23,25/02/24
PROJ65221,JMAN478,10/07/24,08/09/24
PROJ65221,JMAN20,07/08/24,06/10/24
PROJ65221,JMAN442,28/12/23,26/02/24
PROJ65221,JMAN968,28/10/23,27/12/23
PROJ65221,JMAN678,04/01/24,04/03/24
PROJ65221,JMAN144,28/02/24,28/04/24
PROJ65221,JMAN488,12/03/24,11/05/24
PROJ65221,JMAN131,29/03/24,28/05/24
PROJ65221,JMAN229,01/07/24,30/08/24
PROJ65221,JMAN270,16/11/23,15/01/24
PROJ65221,JMAN716,22/12/23,20/02/24
PROJ65221,JMAN282,25/11/23,24/01/24
PROJ65221,JMAN921,13/12/23,11/02/24
PROJ65221,JMAN498,04/04/24,03/06/24
PROJ65221,JMAN608,03/12/23,01/02/24
PROJ65221,JMAN299,01/03/24,30/04/24
PROJ65221,JMAN759,22/05/24,21/07/24
PROJ65221,JMAN261,15/04/24,14/06/24
PROJ65221,JMAN741,05/03/24,04/05/24
PROJ65221,JMAN601,21/12/23,19/02/24
PROJ65221,JMAN55,29/04/24,28/06/24
PROJ65221,JMAN517,07/07/24,05/09/24
PROJ65221,JMAN799,17/10/23,16/12/23
